"timestamp","tid","price","amount","exchange","type"
1466000719,19211244,688.62,0.55,"bitfinex","sell"
1466000724,19211246,688.62,0.7647674,"bitfinex","sell"
1466000726,19211250,688.62,0.40767214,"bitfinex","sell"
1466000732,19211254,688.62,0.01391678,"bitfinex","sell"
1466000735,19211258,688.63,0.1,"bitfinex","buy"
1466000738,19211260,688.62,0.01391517,"bitfinex","sell"
1466000740,19211262,688.63,0.35,"bitfinex","buy"
1466000743,19211266,688.63,0.1,"bitfinex","buy"
1466000747,19211270,688.63,0.1,"bitfinex","buy"
1466000764,19211272,688.62,0.01094451,"bitfinex","sell"
1466000764,19211274,688.62,0.28905549,"bitfinex","sell"
1466000767,19211276,688.63,6.587,"bitfinex","buy"
1466000767,19211278,688.63,3.413,"bitfinex","buy"
1466000770,19211280,688.62,0.0698286,"bitfinex","sell"
1466000770,19211282,688.62,0.04329246,"bitfinex","sell"
1466000785,19211286,688.63,0.05,"bitfinex","buy"
1466000789,19211288,688.63,0.1,"bitfinex","buy"
1466000798,19211290,688.62,0.54534607,"bitfinex","sell"
1466000810,19211296,688.63,3.22170253,"bitfinex","buy"
1466000819,19211298,688.63,0.1,"bitfinex","buy"
1466000826,19211300,688.62,0.05529341,"bitfinex","sell"
1466000829,19211302,688.63,0.36,"bitfinex","buy"
1466000850,19211352,688.62,0.02910179,"bitfinex","sell"
1466000858,19211354,688.62,0.14550898,"bitfinex","sell"
1466000861,19211356,688.63,0.19,"bitfinex","buy"
1466000871,19211358,688.63,0.05,"bitfinex","buy"
1466000874,19211360,688.63,1.38213494,"bitfinex","buy"
1466000874,19211362,688.63,7.2304,"bitfinex","buy"
1466000874,19211364,688.63,11.53066506,"bitfinex","buy"
1466000875,19211366,688.63,2.8577,"bitfinex","buy"
1466000885,19211368,688.63,1.843038,"bitfinex","buy"
1466000889,19211370,688.63,0.05,"bitfinex","buy"
1466000890,19211372,688.64,25,"bitfinex","buy"
1466000892,19211374,688.63,1.941162,"bitfinex","buy"
1466000894,19211376,688.63,1.941162,"bitfinex","buy"
1466000899,19211378,688.63,1,"bitfinex","buy"
1466000908,19211380,688.63,1,"bitfinex","buy"
1466000914,19211386,688.63,10,"bitfinex","buy"
1466000922,19211390,688.63,0.532,"bitfinex","buy"
1466000922,19211392,688.63,0.588,"bitfinex","buy"
1466000923,19211394,688.63,4.8600615,"bitfinex","buy"
1466000923,19211396,688.64,20.1399385,"bitfinex","buy"
1466000925,19211398,688.64,5,"bitfinex","buy"
1466000929,19211400,688.64,7.0600615,"bitfinex","buy"
1466000929,19211402,688.64,4.9399385,"bitfinex","buy"
1466000939,19211410,688.64,0.2819385,"bitfinex","buy"
1466000939,19211412,688.64,0.0600615,"bitfinex","buy"
1466000939,19211414,688.64,0.309,"bitfinex","buy"
1466000939,19211416,688.63,0.32333731,"bitfinex","sell"
1466000943,19211418,688.63,0.05883424,"bitfinex","sell"
1466000945,19211420,688.64,19.0868,"bitfinex","buy"
1466000954,19211424,688.64,1.04,"bitfinex","buy"
1466000956,19211428,688.64,0.398,"bitfinex","buy"
1466000967,19211430,688.63,0.01414005,"bitfinex","sell"
1466000979,19211432,688.64,22.1194,"bitfinex","buy"
1466000983,19211434,688.64,0.328,"bitfinex","buy"
1466000987,19211438,688.64,4.4368615,"bitfinex","buy"
1466000990,19211440,688.63,1,"bitfinex","sell"
1466000994,19211442,688.7,0.05,"bitfinex","buy"
1466000996,19211444,688.7,0.95,"bitfinex","buy"
1466001009,19211446,689.16,0.05,"bitfinex","buy"
1466001010,19211448,689.16,0.05,"bitfinex","buy"
1466001012,19211452,689.16,0.05,"bitfinex","buy"
1466001026,19211454,689.09,0.5,"bitfinex","sell"
1466001031,19211456,689.16,0.7626,"bitfinex","buy"
1466001032,19211458,689.1,0.5,"bitfinex","sell"
1466001034,19211460,689.16,4.5,"bitfinex","buy"
1466001042,19211462,689.12,0.1,"bitfinex","sell"
1466001066,19211466,689.02,0.02182634,"bitfinex","sell"
1466001080,19211468,689.08,0.03,"bitfinex","sell"
1466001087,19211470,689.15,1,"bitfinex","buy"
1466001091,19211472,689.14,1,"bitfinex","buy"
1466001098,19211474,689.12,0.19,"bitfinex","buy"
1466001113,19211478,689.11,1.71138643,"bitfinex","buy"
1466001113,19211480,689.11,0.17691757,"bitfinex","buy"
1466001121,19211482,689.1,1.888304,"bitfinex","sell"
1466001121,19211484,689.1,0.05,"bitfinex","sell"
1466001125,19211486,689.01,0.01,"bitfinex","buy"
1466001154,19211496,689.03,0.01,"bitfinex","sell"
1466001159,19211498,689.03,1.853916,"bitfinex","sell"
1466001160,19211500,689.08,0.5,"bitfinex","buy"
1466001171,19211502,689.03,1.780196,"bitfinex","sell"
1466001178,19211506,689.01,1.780196,"bitfinex","sell"
1466001192,19211508,689.02,7.2461,"bitfinex","buy"
1466001192,19211510,689.03,1,"bitfinex","buy"
1466001192,19211512,689.05,7.691,"bitfinex","buy"
1466001200,19211514,688.64,1.89872,"bitfinex","sell"
1466001200,19211516,689.02,0.05,"bitfinex","sell"
1466001200,19211518,689,0.05,"bitfinex","sell"
1466001200,19211520,689,0.05,"bitfinex","sell"
1466001200,19211522,689.03,1.85128,"bitfinex","sell"
1466001200,19211524,688.9,0.05,"bitfinex","sell"
1466001200,19211526,689.01,0.05,"bitfinex","sell"
1466001210,19211528,688.65,5.224658,"bitfinex","sell"
1466001210,19211530,688.66,1.997842,"bitfinex","sell"
1466001220,19211532,688.64,1.783706,"bitfinex","sell"
1466001220,19211534,688.61,0.015,"bitfinex","sell"
1466001220,19211536,688.63,0.05,"bitfinex","sell"
1466001220,19211538,688.61,0.05,"bitfinex","sell"
1466001220,19211540,688.61,0.05,"bitfinex","sell"
1466001220,19211542,688.61,8.548294,"bitfinex","sell"
1466001229,19211544,688.62,0.19,"bitfinex","sell"
1466001230,19211546,688.62,0.74459819,"bitfinex","sell"
1466001230,19211548,688.55,0.05,"bitfinex","sell"
1466001230,19211550,688.61,0.451706,"bitfinex","sell"
1466001230,19211552,688.55,0.01003,"bitfinex","sell"
1466001230,19211554,688.54,7.2454,"bitfinex","sell"
1466001230,19211556,688.53,0.1,"bitfinex","sell"
1466001230,19211558,688.6,0.05,"bitfinex","sell"
1466001230,19211560,688.53,2.04047846,"bitfinex","sell"
1466001250,19211572,688.54,0.5,"bitfinex","sell"
1466001250,19211574,688.54,3,"bitfinex","sell"
1466001250,19211576,688.03,7.51997525,"bitfinex","sell"
1466001250,19211578,688.5,25,"bitfinex","sell"
1466001250,19211580,688.29,8.8007,"bitfinex","sell"
1466001250,19211582,688.5,0.05,"bitfinex","sell"
1466001250,19211584,688.45,0.1,"bitfinex","sell"
1466001250,19211586,688.4,0.05,"bitfinex","sell"
1466001250,19211588,688.37,0.3947,"bitfinex","sell"
1466001250,19211590,688.1,0.05,"bitfinex","sell"
1466001250,19211592,688.53,7.95952154,"bitfinex","sell"
1466001251,19211594,688,0.328,"bitfinex","sell"
1466001272,19211600,688.36,2,"bitfinex","buy"
1466001312,19211606,688.2,0.19,"bitfinex","sell"
1466001323,19211608,688.36,0.3,"bitfinex","buy"
1466001330,19211610,688.25,0.02280947,"bitfinex","sell"
1466001330,19211612,688.3,0.05,"bitfinex","sell"
1466001350,19211616,688.35,1.97341813,"bitfinex","buy"
1466001377,19211618,688.31,0.1,"bitfinex","sell"
1466001400,19211620,688.21,2.55582673,"bitfinex","buy"
1466001409,19211622,688.29,0.5,"bitfinex","buy"
1466001429,19211626,688.34,1,"bitfinex","buy"
1466001433,19211628,688.29,2,"bitfinex","buy"
1466001453,19211630,688.28,7.2366,"bitfinex","buy"
1466001499,19211632,688.19,0.5,"bitfinex","sell"
1466001499,19211634,688.22,0.1,"bitfinex","sell"
1466001499,19211636,688.18,6,"bitfinex","sell"
1466001499,19211638,688.17,8.96,"bitfinex","sell"
1466001499,19211640,688.15,0.1,"bitfinex","sell"
1466001499,19211642,688.18,3,"bitfinex","sell"
1466001499,19211644,688.16,0.25,"bitfinex","sell"
1466001499,19211646,688.13,6.09,"bitfinex","sell"
1466001504,19211648,688.19,0.5,"bitfinex","sell"
1466001504,19211650,688.13,21.5,"bitfinex","sell"
1466001504,19211652,688.18,3,"bitfinex","sell"
1466001508,19211654,688.11,0.1,"bitfinex","sell"
1466001508,19211656,688.11,24.9,"bitfinex","sell"
1466001512,19211658,688.01,25,"bitfinex","sell"
1466001513,19211660,688.02,0.10673676,"bitfinex","buy"
1466001513,19211662,688.26,0.89326324,"bitfinex","buy"
1466001517,19211664,688.01,23.66018798,"bitfinex","sell"
1466001517,19211666,688,0.01,"bitfinex","sell"
1466001517,19211668,687.74,1.21206789,"bitfinex","sell"
1466001517,19211670,687.74,0.11774413,"bitfinex","sell"
1466001532,19211672,688.25,1,"bitfinex","buy"
1466001552,19211676,688.09,1,"bitfinex","sell"
1466001552,19211678,688.09,2,"bitfinex","sell"
1466001552,19211680,688.09,0.3,"bitfinex","sell"
1466001569,19211682,688.09,1.75,"bitfinex","sell"
1466001569,19211684,687.8,9.711,"bitfinex","sell"
1466001569,19211686,687.82,0.1,"bitfinex","sell"
1466001569,19211688,688,9.3267,"bitfinex","sell"
1466001569,19211690,687.79,4.1123,"bitfinex","sell"
1466001570,19211692,687.74,0.488,"bitfinex","sell"
1466001574,19211694,687.67,8.6968,"bitfinex","sell"
1466001574,19211696,687.67,2,"bitfinex","sell"
1466001574,19211698,687.67,0.12284577,"bitfinex","sell"
1466001574,19211700,687.74,7.55753211,"bitfinex","sell"
1466001574,19211702,687.46,6.60282212,"bitfinex","sell"
1466001574,19211704,687.61,0.02,"bitfinex","sell"
1466001577,19211706,687.47,0.5,"bitfinex","sell"
1466001577,19211708,687.36,2.55053242,"bitfinex","sell"
1466001577,19211710,687.45,0.13888625,"bitfinex","sell"
1466001577,19211712,687.25,4.98,"bitfinex","sell"
1466001577,19211714,687.26,3,"bitfinex","sell"
1466001577,19211716,687.26,8.7796,"bitfinex","sell"
1466001577,19211718,687.45,0.13888625,"bitfinex","sell"
1466001577,19211720,687.2,4.91209508,"bitfinex","sell"
1466001583,19211722,687.38,3,"bitfinex","sell"
1466001583,19211724,687.39,0.5,"bitfinex","sell"
1466001583,19211726,687.37,6,"bitfinex","sell"
1466001583,19211728,687.37,0.251,"bitfinex","sell"
1466001583,19211730,687.16,5.56,"bitfinex","sell"
1466001583,19211732,687.19,9.2903,"bitfinex","sell"
1466001583,19211734,687.1,0.3987,"bitfinex","sell"
1466001585,19211736,687.38,3,"bitfinex","sell"
1466001585,19211738,687.39,0.5,"bitfinex","sell"
1466001585,19211740,687.06,8.2481,"bitfinex","sell"
1466001585,19211742,687,0.05,"bitfinex","sell"
1466001585,19211744,687.1,0.1013,"bitfinex","sell"
1466001585,19211746,686.94,2.55125543,"bitfinex","sell"
1466001585,19211748,687,0.01,"bitfinex","sell"
1466001585,19211750,686.93,1.03934457,"bitfinex","sell"
1466001585,19211752,687.05,9,"bitfinex","sell"
1466001585,19211754,687,0.5,"bitfinex","sell"
1466001586,19211756,688.02,1,"bitfinex","buy"
1466001587,19211758,687.09,0.8087405,"bitfinex","sell"
1466001589,19211760,687.09,1.74200878,"bitfinex","sell"
1466001589,19211762,687.1,0.5,"bitfinex","sell"
1466001589,19211764,687.07,3,"bitfinex","sell"
1466001589,19211766,686.74,1.82123041,"bitfinex","sell"
1466001589,19211768,686.93,8.03295543,"bitfinex","sell"
1466001589,19211770,686.8,9.3502,"bitfinex","sell"
1466001589,19211772,686.8,0.5324,"bitfinex","sell"
1466001589,19211774,686.85,0.02120538,"bitfinex","sell"
1466001597,19211776,687.97,0.9136,"bitfinex","buy"
1466001597,19211778,687.39,0.0864,"bitfinex","buy"
1466001600,19211780,686.95,0.5,"bitfinex","sell"
1466001600,19211782,686.67,2.55074928,"bitfinex","sell"
1466001600,19211784,686.73,9.6394,"bitfinex","sell"
1466001600,19211786,686.74,6,"bitfinex","sell"
1466001600,19211788,686.61,0.025,"bitfinex","sell"
1466001600,19211790,686.58,2.88485072,"bitfinex","sell"
1466001600,19211792,686.94,3,"bitfinex","sell"
1466001600,19211794,687.02,0.4,"bitfinex","sell"
1466001600,19211796,686.51,0.70475444,"bitfinex","sell"
1466001600,19211798,686.58,6.74474928,"bitfinex","sell"
1466001600,19211800,686.54,2.55049628,"bitfinex","sell"
1466001603,19211802,686.68,0.59015797,"bitfinex","sell"
1466001605,19211804,687.95,1,"bitfinex","buy"
1466001605,19211806,686.68,0.02984203,"bitfinex","sell"
1466001605,19211808,686.51,0.02561772,"bitfinex","sell"
1466001608,19211810,686.47,2.55076735,"bitfinex","sell"
1466001608,19211812,687.03,0.28643,"bitfinex","sell"
1466001608,19211814,686.38,4.16,"bitfinex","sell"
1466001608,19211816,686.38,8.4009,"bitfinex","sell"
1466001608,19211818,686.37,1.33227481,"bitfinex","sell"
1466001608,19211820,686.51,8.26962784,"bitfinex","sell"
1466001611,19211822,686.27,0.88286167,"bitfinex","sell"
1466001611,19211824,686.37,7.26252519,"bitfinex","sell"
1466001611,19211826,686.48,5.23,"bitfinex","sell"
1466001611,19211828,686.29,9.0739,"bitfinex","sell"
1466001611,19211830,686.29,2.55071314,"bitfinex","sell"
1466001613,19211834,686.27,1.66790568,"bitfinex","sell"
1466001613,19211836,686.15,0.147,"bitfinex","sell"
1466001613,19211838,686.07,2.55082158,"bitfinex","sell"
1466001613,19211840,686.14,10,"bitfinex","sell"
1466001613,19211842,686.14,2.55056856,"bitfinex","sell"
1466001613,19211844,686.15,0.67151193,"bitfinex","sell"
1466001613,19211846,686.07,7.41219225,"bitfinex","sell"
1466001614,19211848,687.47,0.5,"bitfinex","buy"
1466001620,19211852,686.27,0.03129357,"bitfinex","sell"
1466001622,19211854,686.27,0.09092612,"bitfinex","sell"
1466001622,19211856,686.27,0.06529652,"bitfinex","sell"
1466001624,19211858,687.46,0.5,"bitfinex","buy"
1466001631,19211864,686.09,6.8,"bitfinex","sell"
1466001631,19211866,686.21,5.07,"bitfinex","sell"
1466001631,19211868,686.22,7.131,"bitfinex","sell"
1466001631,19211870,686.08,5.999,"bitfinex","sell"
1466001636,19211872,686.07,8.3581,"bitfinex","sell"
1466001636,19211874,686.33,4,"bitfinex","sell"
1466001636,19211876,686.05,5.4836,"bitfinex","sell"
1466001636,19211878,686.08,2.9183,"bitfinex","sell"
1466001636,19211880,686.5,0.05,"bitfinex","sell"
1466001636,19211882,686.07,4.19,"bitfinex","sell"
1466001641,19211884,686.23,4.19,"bitfinex","sell"
1466001641,19211886,686.08,5.72,"bitfinex","sell"
1466001641,19211888,686,0.05,"bitfinex","sell"
1466001641,19211890,686.02,0.2,"bitfinex","sell"
1466001641,19211892,686.05,3.5164,"bitfinex","sell"
1466001641,19211894,685.72,4.281,"bitfinex","sell"
1466001641,19211896,686,0.01,"bitfinex","sell"
1466001641,19211898,685.81,7.0326,"bitfinex","sell"
1466001646,19211900,685.66,3,"bitfinex","sell"
1466001646,19211902,685.7,0.09,"bitfinex","sell"
1466001646,19211904,685.53,7.3734,"bitfinex","sell"
1466001646,19211906,685.72,5.0066,"bitfinex","sell"
1466001646,19211908,685.66,0.5,"bitfinex","sell"
1466001646,19211910,685.61,0.03,"bitfinex","sell"
1466001646,19211912,685.55,9,"bitfinex","sell"
1466001651,19211914,685.71,0.48268061,"bitfinex","sell"
1466001654,19211916,685.54,8.8714,"bitfinex","sell"
1466001654,19211918,685.5,0.05,"bitfinex","sell"
1466001654,19211920,685.29,9.1599,"bitfinex","sell"
1466001654,19211922,685.7,4.22,"bitfinex","sell"
1466001654,19211924,685.29,1.75,"bitfinex","sell"
1466001654,19211926,685.28,0.9487,"bitfinex","sell"
1466001678,19211928,685.88,0.06407609,"bitfinex","sell"
1466001681,19211930,685.88,0.02244983,"bitfinex","sell"
1466001681,19211932,686.34,0.084644,"bitfinex","buy"
1466001681,19211934,685.88,0.1,"bitfinex","sell"
1466001683,19211936,685.88,1.47248195,"bitfinex","sell"
1466001685,19211938,685.88,2.34099213,"bitfinex","sell"
1466001685,19211940,685.82,2.5,"bitfinex","sell"
1466001685,19211942,685.7,0.24200787,"bitfinex","sell"
1466001685,19211944,685.71,2.2,"bitfinex","sell"
1466001686,19211946,685.7,0.2,"bitfinex","sell"
1466001687,19211948,686.32,0.5,"bitfinex","buy"
1466001687,19211950,686.32,5,"bitfinex","buy"
1466001689,19211952,686.31,0.5,"bitfinex","buy"
1466001693,19211958,686.3,2,"bitfinex","buy"
1466001702,19211964,685.73,0.5,"bitfinex","sell"
1466001702,19211966,685.72,4.5,"bitfinex","sell"
1466001704,19211968,685.72,0.67,"bitfinex","sell"
1466001704,19211970,685.7,1.51,"bitfinex","sell"
1466001704,19211972,685.3,8.6329,"bitfinex","sell"
1466001704,19211974,685.29,1.75,"bitfinex","sell"
1466001704,19211976,685.66,4,"bitfinex","sell"
1466001704,19211978,685.71,0.98,"bitfinex","sell"
1466001704,19211980,685.29,7.4071,"bitfinex","sell"
1466001704,19211982,685.5,0.05,"bitfinex","sell"
1466001707,19211988,685.27,3.5,"bitfinex","sell"
1466001707,19211990,685.26,20.5,"bitfinex","sell"
1466001712,19211992,685.17,2.55089387,"bitfinex","sell"
1466001712,19211994,685.11,0.057,"bitfinex","sell"
1466001712,19211996,685.11,1.75,"bitfinex","sell"
1466001712,19211998,685.28,2.52,"bitfinex","sell"
1466001712,19212000,685.25,0.26387151,"bitfinex","sell"
1466001712,19212002,685.1,15.85823462,"bitfinex","sell"
1466001712,19212004,685.11,2,"bitfinex","sell"
1466001714,19212006,685.28,0.07292392,"bitfinex","sell"
1466001715,19212008,685.01,2.55089387,"bitfinex","sell"
1466001715,19212010,685,0.01,"bitfinex","sell"
1466001715,19212012,684.94,0.1,"bitfinex","sell"
1466001715,19212014,685.28,2.44707608,"bitfinex","sell"
1466001715,19212016,685,5,"bitfinex","sell"
1466001715,19212018,685,1,"bitfinex","sell"
1466001715,19212020,684.98,2.07,"bitfinex","sell"
1466001715,19212022,684.74,4.96879896,"bitfinex","sell"
1466001715,19212024,685.1,6.74176538,"bitfinex","sell"
1466001715,19212026,685,0.11146571,"bitfinex","sell"
1466001735,19212030,685.44,0.7610748,"bitfinex","sell"
1466001738,19212032,685.86,0.33917071,"bitfinex","buy"
1466001743,19212038,685.86,0.5,"bitfinex","buy"
1466001744,19212040,685.86,6.41452929,"bitfinex","buy"
1466001744,19212042,686.24,2.55263027,"bitfinex","buy"
1466001744,19212044,686.07,2.55263027,"bitfinex","buy"
1466001744,19212046,686.41,2.55263027,"bitfinex","buy"
1466001744,19212048,686.68,4.98683746,"bitfinex","buy"
1466001744,19212050,686.59,2.55261217,"bitfinex","buy"
1466001744,19212052,685.89,2.55263027,"bitfinex","buy"
1466001746,19212054,686.67,0.5,"bitfinex","buy"
1466001752,19212064,686.61,6.5,"bitfinex","buy"
1466001752,19212066,686.62,0.5,"bitfinex","buy"
1466001755,19212068,686.69,6.0408,"bitfinex","sell"
1466001755,19212070,686.69,1.75,"bitfinex","sell"
1466001755,19212072,686.5,0.05,"bitfinex","sell"
1466001759,19212074,685.64,0.08321746,"bitfinex","sell"
1466001761,19212076,685.64,0.03045058,"bitfinex","sell"
1466001763,19212078,685.73,0.01841305,"bitfinex","sell"
1466001767,19212092,686.13,3.2389252,"bitfinex","buy"
1466001780,19212096,686.11,0.31611557,"bitfinex","buy"
1466001780,19212098,686.11,0.01,"bitfinex","buy"
1466001780,19212100,686.13,4.67388443,"bitfinex","buy"
1466001792,19212104,685.72,7.2386,"bitfinex","sell"
1466001792,19212106,686.1,0.05,"bitfinex","sell"
1466001795,19212108,685.71,0.4,"bitfinex","sell"
1466001803,19212114,685.71,0.35,"bitfinex","sell"
1466001803,19212116,685.61,0.1,"bitfinex","sell"
1466001803,19212118,685.67,0.55,"bitfinex","sell"
1466001812,19212120,685.4,0.1,"bitfinex","sell"
1466001812,19212122,685.29,0.53593324,"bitfinex","sell"
1466001812,19212124,685.51,0.1,"bitfinex","sell"
1466001812,19212126,685.6,0.05,"bitfinex","sell"
1466001841,19212128,685.86,3,"bitfinex","buy"
1466001841,19212130,685.86,0.5,"bitfinex","buy"
1466001841,19212132,685.87,1.5,"bitfinex","buy"
1466001863,19212134,685.72,0.1,"bitfinex","buy"
1466001864,19212136,685.6,0.2531,"bitfinex","sell"
1466001879,19212142,685.71,1.5,"bitfinex","buy"
1466001879,19212144,685.7,0.5,"bitfinex","buy"
1466001885,19212148,685.69,3,"bitfinex","buy"
1466001890,19212150,685.88,0.1,"bitfinex","buy"
1466001903,19212160,685.81,8,"bitfinex","buy"
1466001907,19212166,685.81,0.1,"bitfinex","buy"
1466001909,19212168,685.81,0.1,"bitfinex","buy"
1466001911,19212170,685.81,0.1,"bitfinex","buy"
1466001922,19212178,685.81,0.5,"bitfinex","buy"
1466001923,19212180,685.81,0.5,"bitfinex","buy"
1466001930,19212184,685.81,0.1,"bitfinex","buy"
1466001952,19212196,685.83,0.19,"bitfinex","buy"
1466001970,19212200,685.83,0.5,"bitfinex","buy"
1466002000,19212204,685.83,0.044,"bitfinex","buy"
1466002000,19212206,685.83,1,"bitfinex","buy"
1466002011,19212212,685.82,2.54966536,"bitfinex","sell"
1466002011,19212214,685.82,0.05,"bitfinex","sell"
1466002011,19212216,685.82,2.54966536,"bitfinex","sell"
1466002011,19212218,685.82,2.54883497,"bitfinex","sell"
1466002011,19212220,685.82,0.2,"bitfinex","sell"
1466002013,19212222,685.82,0.5,"bitfinex","buy"
1466002013,19212224,685.81,0.034,"bitfinex","sell"
1466002015,19212226,685.81,0.7,"bitfinex","buy"
1466002019,19212228,685.83,6.96666569,"bitfinex","buy"
1466002019,19212230,685.81,4.266,"bitfinex","buy"
1466002019,19212232,685.82,5.22183431,"bitfinex","buy"
1466002022,19212234,685.8,0.2990629,"bitfinex","sell"
1466002024,19212238,685.83,0.5,"bitfinex","buy"
1466002062,19212246,685.88,0.9,"bitfinex","buy"
1466002062,19212248,686.22,0.5592564,"bitfinex","buy"
1466002062,19212250,686.11,0.01,"bitfinex","buy"
1466002068,19212252,686.22,0.49227977,"bitfinex","buy"
1466002070,19212254,686.22,0.01295589,"bitfinex","buy"
1466002072,19212256,686.21,0.01368885,"bitfinex","buy"
1466002073,19212262,686.03,0.01372028,"bitfinex","sell"
1466002085,19212266,686.23,1.77749728,"bitfinex","buy"
1466002089,19212268,686.23,0.49682157,"bitfinex","buy"
1466002092,19212272,686.23,0.01,"bitfinex","buy"
1466002093,19212274,686.23,0.5,"bitfinex","buy"
1466002095,19212276,686.23,0.5,"bitfinex","buy"
1466002101,19212278,686.23,0.021,"bitfinex","buy"
1466002102,19212280,686.23,0.021,"bitfinex","buy"
1466002103,19212282,686.23,0.49410169,"bitfinex","buy"
1466002105,19212284,686.23,0.01,"bitfinex","buy"
1466002107,19212286,686.23,0.49889598,"bitfinex","buy"
1466002109,19212288,686.23,0.01206053,"bitfinex","buy"
1466002109,19212290,686.23,0.15,"bitfinex","buy"
1466002115,19212294,686.23,0.01037891,"bitfinex","buy"
1466002117,19212298,686.23,0.49688858,"bitfinex","buy"
1466002133,19212300,686.23,0.55,"bitfinex","buy"
1466002137,19212302,686.23,0.49053311,"bitfinex","buy"
1466002139,19212304,686.23,0.01441658,"bitfinex","buy"
1466002148,19212306,686.23,0.49042766,"bitfinex","buy"
1466002150,19212308,686.23,0.01344641,"bitfinex","buy"
1466002161,19212314,686.23,0.844259,"bitfinex","buy"
1466002166,19212316,686.22,0.19,"bitfinex","sell"
1466002179,19212318,686.23,0.5,"bitfinex","buy"
1466002181,19212320,686.23,0.5,"bitfinex","buy"
1466002185,19212322,686.23,0.02,"bitfinex","buy"
1466002190,19212324,686.23,2,"bitfinex","buy"
1466002195,19212326,686.23,2,"bitfinex","buy"
1466002209,19212328,686.23,15.9465,"bitfinex","buy"
1466002222,19212330,686.23,4,"bitfinex","buy"
1466002237,19212336,686.23,0.55,"bitfinex","buy"
1466002268,19212338,686.23,5,"bitfinex","buy"
1466002312,19212340,686.23,0.03,"bitfinex","buy"
1466002323,19212342,686.23,3.85,"bitfinex","buy"
1466002325,19212344,686.23,0.03395,"bitfinex","buy"
1466002331,19212348,686.22,0.01,"bitfinex","sell"
1466002331,19212350,686.22,5.94,"bitfinex","sell"
1466002368,19212354,686.22,0.05,"bitfinex","sell"
1466002376,19212356,686.23,5,"bitfinex","buy"
1466002386,19212360,686.22,0.1,"bitfinex","sell"
1466002421,19212364,686.23,0.1,"bitfinex","buy"
1466002421,19212366,686.23,53.1678227,"bitfinex","buy"
1466002426,19212368,686.23,0.72,"bitfinex","sell"
1466002458,19212374,686.73,0.5,"bitfinex","buy"
1466002461,19212376,686.73,0.5,"bitfinex","buy"
1466002503,19212384,686.72,7.234,"bitfinex","buy"
1466002503,19212386,686.7,3.4993,"bitfinex","buy"
1466002503,19212388,686.73,4.2667,"bitfinex","buy"
1466002521,19212392,686.73,0.5,"bitfinex","buy"
1466002522,19212394,686.73,2.3,"bitfinex","buy"
1466002522,19212396,686.73,0.4063,"bitfinex","buy"
1466002531,19212398,686.73,0.09728847,"bitfinex","buy"
1466002562,19212404,686.73,5,"bitfinex","buy"
1466002570,19212406,686.72,0.02918656,"bitfinex","sell"
1466002582,19212410,686.73,5,"bitfinex","buy"
1466002589,19212418,686.73,0.5,"bitfinex","buy"
1466002590,19212420,686.73,1,"bitfinex","buy"
1466002666,19212452,686.73,0.02878621,"bitfinex","buy"
1466002670,19212456,686.73,7,"bitfinex","buy"
1466002687,19212458,686.72,2.55197885,"bitfinex","buy"
1466002687,19212460,686.72,2.44802115,"bitfinex","buy"
1466002701,19212470,686.72,0.1039577,"bitfinex","buy"
1466002701,19212472,686.73,0.3960423,"bitfinex","buy"
1466002704,19212476,686.73,1,"bitfinex","buy"
1466002718,19212478,686.73,0.15745686,"bitfinex","buy"
1466002772,19212484,686.71,0.023,"bitfinex","sell"
1466002791,19212486,686.71,1.02,"bitfinex","sell"
1466002864,19212490,686.7,6.381412,"bitfinex","sell"
1466002864,19212492,686.71,0.794188,"bitfinex","sell"
1466002864,19212494,686.7,8.02,"bitfinex","sell"
1466002869,19212496,686.7,3.6308238,"bitfinex","sell"
1466002869,19212498,685.93,5.2122358,"bitfinex","sell"
1466002869,19212500,686.7,4.7377642,"bitfinex","sell"
1466002869,19212502,686.2,0.05,"bitfinex","sell"
1466002873,19212510,685.5,0.05,"bitfinex","sell"
1466002873,19212512,685.29,0.04,"bitfinex","sell"
1466002873,19212514,685.61,0.1,"bitfinex","sell"
1466002873,19212516,685.28,7.4598,"bitfinex","sell"
1466002873,19212518,685.13,2.3502,"bitfinex","sell"
1466002926,19212522,685.8,1.43779825,"bitfinex","sell"
1466002926,19212524,685.81,0.02851964,"bitfinex","sell"
1466002974,19212538,685.87,0.1,"bitfinex","buy"
1466002974,19212540,685.87,0.5,"bitfinex","buy"
1466003017,19212558,685.95,0.2485,"bitfinex","buy"
1466003017,19212560,686.03,0.2515,"bitfinex","buy"
1466003029,19212562,686.02,0.5,"bitfinex","buy"
1466003077,19212564,686.03,0.4624,"bitfinex","buy"
1466003077,19212566,686.02,0.0376,"bitfinex","buy"
1466003079,19212568,686.03,0.5,"bitfinex","buy"
1466003138,19212586,686.03,0.01113039,"bitfinex","buy"
1466003138,19212590,686.03,0.12487882,"bitfinex","buy"
1466003138,19212592,686.03,0.12487882,"bitfinex","buy"
1466003138,19212596,686.03,0.12487882,"bitfinex","buy"
1466003138,19212600,686.03,0.12487882,"bitfinex","buy"
1466003138,19212602,686.03,0.12487882,"bitfinex","buy"
1466003188,19212606,686.03,0.5,"bitfinex","buy"
1466003271,19212610,686.03,0.2,"bitfinex","buy"
1466003271,19212612,686.03,0.5,"bitfinex","buy"
1466003303,19212618,686.03,0.141097,"bitfinex","buy"
